meta_object$subgroup.levels,studies,event,patient_sum,PointEst.fix,lower.fix,upper.fix,PointEst.ran,lower.ran,upper.ran,p.ran
RW,7,25,457,0.05470459518599619,0.037229077252105974,0.07970410710405389,0.05470459523232887,0.03722907774862104,0.07970410621939844,0.018085793210787095
CT,6,78,736,0.10597826086985368,0.08570804663535542,0.130358922987804,0.10398043303180617,0.07133257184163089,0.14917055288674075,0.018085793210787095
