meta_object$k.all,studies,event,patient_sum,PointEst.fix,lower.fix,upper.fix,PointEst.ran,lower.ran,upper.ran
52,52,574,7604,0.07548658601234277,0.06975923033357903,0.08164289813589133,0.06822097631994897,0.05778212547975631,0.08038480565956292
